"store_code","store_name","province_kh","district_en","district_kh","latitude","longitude","raw_delivery_store"
"PNPA100","Tuol Pongro","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.513179","104.858848","PNPA100 - Tuol Pongro"
"PNPP001","Chamkar Mon","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.5498322","104.9003168","PNPP001 - Chamkar Mon"
"PNPP002","Mean Chey 01","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.5121","104.93619","PNPP002 - Mean Chey 01"
"PNPP003","Mean Chey 02","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.547075","104.884","PNPP003 - Mean Chey 02"
"PNPP004","Preaek Pnov","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.6583","104.8637","PNPP004 - Preaek Pnov"
"PNPP005","Chbar Ampov","ភ្នំពេញ","Chbar Ampov","ច្បារអំពៅ","11.5317","104.9369","PNPP005 - Chbar Ampov"
"PNPP006","Tuol Kouk","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.5903","104.8974","PNPP006 - Tuol Kouk"
"PNPP007","Boeng Keng Kang","ភ្នំពេញ","Boeng Keng Kang","បឹងកេងកង","11.55514","104.915931","PNPP007 - Boeng Keng Kang"
"PNPP008","Pou Saen Chey 01","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.561082","104.853001","PNPP008 - Pou Saen Chey 01"
"PNPP009","Pou Saen Chey 02","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.5302","104.8521","PNPP009 - Pou Saen Chey 02"
"PNPP010","Chraoy Chongvar","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.6407","104.918","PNPP010 - Chraoy Chongvar"
"PNPP011","Dangkao","ភ្នំពេញ","Dangkao","ដង្កោ","11.50786","104.8915","PNPP011 - Dangkao"
"PNPP012","Kamboul","ភ្នំពេញ","Kamboul","កំបូល","11.518005","104.774501","PNPP012 - Kamboul"
"PNPP013","Saen Sokh","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.59","104.876058","PNPP013 - Saen Sokh"
"PNPP014","Doun Penh","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.56927","104.91889","PNPP014 - Doun Penh"
"PNPS001","Phsar Thmei Ti Muoy","ភ្នំពេញ","Doun Penh","ដូនពេញ","11.566858","104.920799","PNPS001 - Phsar Thmei Ti Muoy"
"PNPS002","Boeng Kak Ti Pir","ភ្នំពេញ","Tuol Kouk","ទួលគោក","11.573333","104.897194","PNPS002 - Boeng Kak Ti Pir"
"PNPS003","Nirouth","ភ្នំពេញ","Chbar Ampov","ច្បារអំពៅ","11.531241","104.941846","PNPS003 - Nirouth"
"PNPS004","Tuek Thla","ភ្នំពេញ","Saensokh","សែនសុខ","11.562672","104.877815","PNPS004 - Tuek Thla"
"PNPS005","Chaom Chau Ti Muoy 01","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.532352","104.832526","PNPS005 - Chaom Chau Ti Muoy 01"
"PNPS006","Srah Chak","ភ្នំពេញ","Doun Penh","ដូនពេញ","11.585659","104.915881","PNPS006 - Srah Chak"
"PNPS007","Tuol Svay Prey Ti Pir","ភ្នំពេញ","Boeng Keng Kang","បឹងកេងកង","11.550617","104.904676","PNPS007 - Tuol Svay Prey Ti Pir"
"PNPS008","Chaom Chau Ti Muoy 02","ភ្នំពេញ","Chamkar Mon","ចំការមន","11.532598","104.870151","PNPS008 - Chaom Chau Ti Muoy 02"
"PREA001","Prey Pnov 01","ព្រៃវែង","Pea Reang","ពារាំង","11.611617","105.367041","PREA001 - Prey Pnov 01"
"PREA002","Prey Kanlaong","ព្រៃវែង","Pur Rieng","ពោធិ៍រៀង","11.548952","105.321298","PREA002 - Prey Kanlaong"
"PREA003","Svay Antor 01","ព្រៃវែង","Svay Antor","ស្វាយអន្ទរ","11.571646","105.420105","PREA003 - Svay Antor 01"
"PREA004","Svay Antor 02","ព្រៃវែង","Svay Antor","ស្វាយអន្ទរ","11.59789","105.420474","PREA004 - Svay Antor 02"
"PREA005","Preaek Ta Sar","ព្រៃវែង","Pur Rieng","ពោធិ៍រៀង","11.5544","105.127824","PREA005 - Preaek Ta Sar"
"PREA006","Prey Daeum Thnoeng","ព្រៃវែង","Sithor Kandal","ស៊ីធរកណ្ដាល","11.775516","105.369815","PREA006 - Prey Daeum Thnoeng"
"PREA007","Roka","ព្រៃវែង","Peam Chor","ពាមជរ","11.664424","105.225004","PREA007 - Roka"
"PREA008","Prey Pnov 02","ព្រៃវែង","Pea Reang","ពារាំង","11.648247","105.34067","PREA008 - Prey Pnov 02"
"PREA009","Smaong Khang Cheung","ព្រៃវែង","Kamchay Mear","កំចាយមារ","11.553368","105.600953","PREA009 - Smaong Khang Cheung"
"PREA010","Tnaot","ព្រៃវែង","Kanhchriech","កញ្ជ្រៀច","11.743958","105.530275","PREA010 - Tnaot"
"PREA011","Kranhung","ព្រៃវែង","Kamchay Mear","កំចាយមារ","11.575922","105.662392","PREA011 - Kranhung"
"PREA012","Chres 01","ព្រៃវែង","Me Sang","មេសាង","11.342191","105.622593","PREA012 - Chres 01"
"PREA013","Prasat","ព្រៃវែង","Kampong Trabaek","កំពង់ត្របែក","11.147729","105.541211","PREA013 - Prasat"
"PREA014","Angkor Sar","ព្រៃវែង","Me Sang","មេសាង","11.268447","105.667765","PREA014 - Angkor Sar"
"PREA015","Banteay Chakrei 01","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","11.029347","105.378702","PREA015 - Banteay Chakrei 01"
"PREA016","Boeng Preah","ព្រៃវែង","Ba Phnum","បាភ្នំ","11.325107","105.440185","PREA016 - Boeng Preah"
"PREA017","Preaek Khsay Kha","ព្រៃវែង","Peam Ro","ពាមរក៍","11.263423","105.284942","PREA017 - Preaek Khsay Kha"
"PREA018","Prey Totueng","ព្រៃវែង","Me Sang","មេសាង","11.39061","105.609572","PREA018 - Prey Totueng"
"PREA019","Kampong Trabaek","ព្រៃវែង","Kamchay Mear","កំចាយមារ","11.142464","105.482792","PREA019 - Kampong Trabaek"
"PREA020","Angkor Reach","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","11.095309","105.384188","PREA020 - Angkor Reach"
"PREA021","Banteay Chakrei 02","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","10.966321","105.42245","PREA021 - Banteay Chakrei 02"
"PREA022","Chres 02","ព្រៃវែង","Me Sang","មេសាង","11.352907","105.646832","PREA022 - Chres 02"
"PREA023","Peam Ro","ព្រៃវែង","Peam Ro","ពាមរក៍","11.32042","105.283219","PREA023 - Peam Ro"
"PREA024","Chheu Kach","ព្រៃវែង","Ba Phnum","បាភ្នំ","11.256568","105.400833","PREA024 - Chheu Kach"
"PREA025","Peam Muntear","ព្រៃវែង","Prey Veng","ព្រៃវែង","11.008778","105.464324","PREA025 - Peam Muntear"
"PREA026","Prey Tueng","ព្រៃវែង","Sithor Kandal","ស៊ីធរកណ្ដាល","11.739997","105.372161","PREA026 - Prey Tueng"
"PREA027","CHHEANG SEANGKHIN","ព្រៃវែង","Prey Veng","ព្រៃវែង","11.31939","105.399572","PREA027 - CHHEANG SEANGKHIN"
"PREA028","Sao Raksmey","ព្រៃវែង","Prey Veng","ព្រៃវែង","11.84313","105.370159","PREA028 - Sao Raksmey"
"PREA029","LAK TOLY","ព្រៃវែង","Prey Veng","ព្រៃវែង","11.215623","105.347501","PREA029 - LAK TOLY"
"PREA030","Me Sang","ព្រៃវែង","Prey Veng","ព្រៃវែង","11.327182","105.541394","PREA030 - Me Sang"
"PREA031","Kampong Trabaek","ព្រៃវែង","Kamchay Mear","កំចាយមារ","11.197135","105.515982","PREA031 - Kampong Trabaek"
"PREA032","Peam Ro","ព្រៃវែង","Peam Ro","ពាមរក៍","11.343899","105.305749","PREA032 - Peam Ro"
"PREA033","Svay Antor","ព្រៃវែង","Svay Antor","ស្វាយអន្ទរ","11.462464","105.498355","PREA033 - Svay Antor"
"PREA034","Kamchay Mear","ព្រៃវែង","Prey Veng","ព្រៃវែង","11.62477","105.761708","PREA034 - Kamchay Mear"
"PREP001","Prey Veng","ព្រៃវែង","Prey Veng","ព្រៃវែង","11.4895","105.329192","PREP001 - Prey Veng"
"PRES001","Kampong Leav","ព្រៃវែង","Prey Veng","ព្រៃវែង","11.486712","105.326166","PRES001 - Kampong Leav"
"PRES002","Preaek Khsay Kha","ព្រៃវែង","Peam Ro","ពាមរក៍","11.261454","105.289131","PRES002 - Preaek Khsay Kha"
"PRES003","Chheu Kach","ព្រៃវែង","Ba Phnum","បាភ្នំ","11.256791","105.400789","PRES003 - Chheu Kach"
"PRES004","Chheu Kach","ព្រៃវែង","Ba Phnum","បាភ្នំ","11.256732","105.400851","PRES004 - Chheu Kach"
"PRES005","Roka","ព្រៃវែង","Peam Chor","ពាមជរ","11.663987","105.221573","PRES005 - Roka"
"PURA001","Kandieng","ពោធិ៍សាត់","Kandieng","កណ្ដៀង","12.584246","103.956298","PURA001 - Kandieng"
"PURA002","Srae Sdok","ពោធិ៍សាត់","Kandieng","កណ្ដៀង","12.662178","103.94826","PURA002 - Srae Sdok"
"PURA003","Chheu Tom","ពោធិ៍សាត់","Krakor","ក្រគរ","12.296662","104.174028","PURA003 - Chheu Tom"
"PURA004","Phteah Rung","ពោធិ៍សាត់","Ta Lou Senchey","តាលោសែនជ័យ","12.423372","103.729909","PURA004 - Phteah Rung"
"PURA005","Sna Ansa","ពោធិ៍សាត់","Krakor","ក្រគរ","12.53697","104.145334","PURA005 - Sna Ansa"
"PURA006","Leach","ពោធិ៍សាត់","Phnum Kravanh","ភ្នំក្រវ៉ាញ","12.351028","103.768345","PURA006 - Leach"
"PURA007","Ta Lou 01","ពោធិ៍សាត់","Ta Lou Senchey","តាលោសែនជ័យ","12.4878","103.5941","PURA007 - Ta Lou 01"
"PURA008","Anlung Tnaot","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.533559","104.204472","PURA008 - Anlung Tnaot"
"PURA009","Me Tuek","ពោធិ៍សាត់","Bakan","បាកាន","12.69584","103.740165","PURA009 - Me Tuek"
"PURA010","Pramaoy 01","ពោធិ៍សាត់","Veal Veaeng","វាលវែង","12.306994","103.095853","PURA010 - Pramaoy 01"
"PURA011","Pramaoy 02","ពោធិ៍សាត់","Veal Veaeng","វាលវែង","12.355181","103.469557","PURA011 - Pramaoy 02"
"PURA012","Meng Sorphorn","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.660656","103.670925","PURA012 - Meng Sorphorn"
"PURA013","Chorn Phang","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.080807","103.205989","PURA013 - Chorn Phang"
"PURA014","Snam Preah","ពោធិ៍សាត់","Bakan","បាកាន","12.626963","103.836676","PURA014 - Snam Preah"
"PURA015","Ou Sandan","ពោធិ៍សាត់","Krakor","ក្រគរ","12.557407","104.114851","PURA015 - Ou Sandan"
"PURA016","Ta Lou 02","ពោធិ៍សាត់","Ta Lou Senchey","តាលោសែនជ័យ","12.4892","103.6503","PURA016 - Ta Lou 02"
"PURA017","Boeng Khnar","ពោធិ៍សាត់","Bakan","បាកាន","12.632193","103.734616","PURA017 - Boeng Khnar"
"PURA018","Trapeang Chong","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.580989","103.737537","PURA018 - Trapeang Chong"
"PURP001","Pousat","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.53454","103.91531","PURP001 - Pousat"
"PURS001","Phteah Prey","ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","12.537229","103.920705","PURS001 - Phteah Prey"
"PURS002","Boeng Khnar","ពោធិ៍សាត់","Bakan","បាកាន","12.635697","103.72688","PURS002 - Boeng Khnar"
"ROTA001","Trapeang Chres","រតនគិរី","Koun Mom","កូនមុំ","13.57925","106.772128","ROTA001 - Trapeang Chres"
"ROTA002","Labansiek","រតនគិរី","Ban Lung","បានលុង","13.739982","106.991325","ROTA002 - Labansiek"
"ROTA003","Ta Veaeng Leu","រតនគិរី","Ta Veaeng","តាវែង","14.045859","107.107888","ROTA003 - Ta Veaeng Leu"
"ROTA004","Veun Sai","រតនគិរី","Veun Sai","វើនសៃ","13.971663","106.813054","ROTA004 - Veun Sai"
"ROTA005","Lum Choar","រតនគិរី","Ou Ya Dav","អូរយ៉ាដាវ","13.670254","107.349959","ROTA005 - Lum Choar"
"ROTA006","Chey Otdam 01","រតនគិរី","Lumphat","លំផាត់","13.486692","106.981576","ROTA006 - Chey Otdam 01"
"ROTA007","Malik","រតនគិរី","Andoung Meas","អណ្ដូងមាស","13.865468","107.305068","ROTA007 - Malik"
"ROTA008","Kachanh 01","រតនគិរី","Ban Lung","បានលុង","13.719616","106.956511","ROTA008 - Kachanh 01"
"ROTA009","Kachanh 02","រតនគិរី","Ban Lung","បានលុង","13.717359","106.977399","ROTA009 - Kachanh 02"
"ROTA010","Teun","រតនគិរី","Koun Mom","កូនមុំ","13.683354","106.88182","ROTA010 - Teun"
"ROTA011","Chey Otdam 02","រតនគិរី","Lumphat","លំផាត់","13.459472","106.95973","ROTA011 - Chey Otdam 02"
"ROTA012","Ba Tang","រតនគិរី","Lumphat","លំផាត់","13.580911","106.957987","ROTA012 - Ba Tang"
"ROTA013","Ou Chum","រតនគិរី","Ou Chum","អូរជុំ","13.796013","106.993309","ROTA013 - Ou Chum"
"ROTA014","Trapeang Kraham 01","រតនគិរី","Koun Mom","កូនមុំ","13.508764","106.654464","ROTA014 - Trapeang Kraham 01"
"ROTA015","Veun Sai","រតនគិរី","Veun Sai","វើនសៃ","13.9749","106.8164","ROTA015 - Veun Sai"
"ROTA016","Trapeang Kraham 02","រតនគិរី","Koun Mom","កូនមុំ","13.542316","106.686128","ROTA016 - Trapeang Kraham 02"
"ROTA017","Srae Angkrong","រតនគិរី","Banlung","បានលុង","13.433351","106.61364","ROTA017 - Srae Angkrong"
"ROTP001","Ratanakiri","រតនគិរី","Banlung","បានលុង","12.457732","107.187718","ROTP001 - Ratanakiri"
"ROTS001","Labansiek","រតនគិរី","Ban Lung","បានលុង","13.7367","106.9864","ROTS001 - Labansiek"
"ROTS002","La Minh","រតនគិរី","Bar Kaev","បរកែវ","13.686","107.2169","ROTS002 - La Minh"
"ROTS003","Boeng Kansaeng","រតនគិរី","Ban Lung","បានលុង","13.7451","106.9894","ROTS003 - Boeng Kansaeng"
"SIEA001","Svay Leu","សៀមរាប","Svay Leu","ស្វាយលើ","13.551747","104.252698","SIEA001 - Svay Leu"
"SIEA002","Puok 01","សៀមរាប","Puok","ពួក","13.400147","103.79594","SIEA002 - Puok 01"
"SIEA003","Dam Daek","សៀមរាប","Soutr Nikom","សូទ្រនិគម","13.248097","104.124303","SIEA003 - Dam Daek"
"SIEA005","Srangae","សៀមរាប","Siem Reap","សៀមរាប","13.365655","103.808087","SIEA005 - Srangae"
"SIEA006","Kralanh","សៀមរាប","Kralanh","ក្រឡាញ់","13.588405","103.417674","SIEA006 - Kralanh"
"SIEA007","Srae Nouy","សៀមរាប","Varin","វ៉ារិន","13.813315","104.046877","SIEA007 - Srae Nouy"
"SIEA008","Kampong Kdei","សៀមរាប","Chi Kraeng","ជីក្រែង","13.111871","104.354264","SIEA008 - Kampong Kdei"
"SIEA009","Samraong","សៀមរាប","Puok","ពួក","13.393213","103.867875","SIEA009 - Samraong"
"SIEA010","Kantreang","សៀមរាប","Prasat Bakong","ប្រាសាទបាគង","13.352193","104.024788","SIEA010 - Kantreang"
"SIEA011","Sala Kamraeuk","សៀមរាប","Siem Reap","សៀមរាប","13.354795","103.869528","SIEA011 - Sala Kamraeuk"
"SIEA012","Ballang","សៀមរាប","Prasat Bakong","ប្រាសាទបាគង","13.475203","104.17265","SIEA012 - Ballang"
"SIEA014","Chrouy Neang Nguon","សៀមរាប","Srei Snam","ស្រីស្នំ","13.8277","103.5156","SIEA014 - Chrouy Neang Nguon"
"SIEA016","Siem Reab","សៀមរាប","Siem Reap","សៀមរាប","13.318811","103.851774","SIEA016 - Siem Reab"
"SIEA017","Kouk Chak","សៀមរាប","Siem Reap","សៀមរាប","13.580205","103.880291","SIEA017 - Kouk Chak"
"SIEA022","Puok 02","សៀមរាប","Puok","ពួក","13.44275","103.727382","SIEA022 - Puok 02"
"SIEA030","Char Chhuk","សៀមរាប","Angkor Chum","អង្គរជុំ","13.683854","103.649091","SIEA030 - Char Chhuk"
"SIEA031","Khnar Sanday","សៀមរាប","Banteay Srei","បន្ទាយស្រី","13.586712","103.956676","SIEA031 - Khnar Sanday"
"SIEA033","Svay Sa","សៀមរាប","Varin","វ៉ារិន","13.79006","103.750383","SIEA033 - Svay Sa"
"SIEA034","Anlung Samnar","សៀមរាប","Siem Reap","សៀមរាប","13.068422","103.289207","SIEA034 - Anlung Samnar"
"SIEA035","Sla Kram","សៀមរាប","Siem Reap","សៀមរាប","13.358351","103.893148","SIEA035 - Sla Kram"
"SIEA036","Kaev Poar","សៀមរាប","Puok","ពួក","13.387312","103.743113","SIEA036 - Kaev Poar"
"SIEA037","Ruessei Lok","សៀមរាប","Chi Kraeng","ជីក្រែង","13.199103","104.214583","SIEA037 - Ruessei Lok"
"SIEA038","Peak Snaeng","សៀមរាប","Angkor Thum","អង្គរធំ","103.880291","66728622","SIEA038 - Peak Snaeng"
"SIEA039","Kandaek","សៀមរាប","Prasat Bakong","ប្រាសាទបាគង","13.356339","103.916749","SIEA039 - Kandaek"
"SIEP001","Siem Reab","សៀមរាប","Siem Reap","សៀមរាប","13.359287","103.883998","SIEP001 - Siem Reab"
"SIES001","Kouk Chak","សៀមរាប","Siem Reap","សៀមរាប","13.381318","103.853015","SIES001 - Kouk Chak"
"SIES002","Siem Reab","សៀមរាប","Siem Reap","សៀមរាប","13.359275","103.854515","SIES002 - Siem Reab"
"SIES003","Dam Daek","សៀមរាប","Soutr Nikom","សូទ្រនិគម","13.244512","104.124204","SIES003 - Dam Daek"
"SIHA001","Tumnob Rolok","ព្រះសីហនុ","Stueng Hav","ស្ទឹងហាវ","10.737428","103.624233","SIHA001 - Tumnob Rolok"
"SIHA002","Boeng Ta Prum","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.573382","103.773205","SIHA002 - Boeng Ta Prum"
"SIHA003","Ou Oknha Heng","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.589629","103.763962","SIHA003 - Ou Oknha Heng"
"SIHA004","Prey Nob","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.629706","103.782186","SIHA004 - Prey Nob"
"SIHA005","Andoung Thma","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.675489","103.800485","SIHA005 - Andoung Thma"
"SIHA006","Cheung Kou","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.753846","103.804156","SIHA006 - Cheung Kou"
"SIHA007","Lekh Muoy 01","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","10.662359","103.522013","SIHA007 - Lekh Muoy 01"
"SIHA008","Lekh Muoy 02","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","10.664146","103.522118","SIHA008 - Lekh Muoy 02"
"SIHA009","Stueng Chhay","ព្រះសីហនុ","Kampong Seila","កំពង់សីលា","10.939812","103.798362","SIHA009 - Stueng Chhay"
"SIHP001","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","10.620638","103.541226","SIHP001 - Preah Sihanouk"
"SIHS001","Lekh Buon","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","10.61986","103.52744","SIHS001 - Lekh Buon"
"SIHS002","Veal Renh","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","10.709813","103.818335","SIHS002 - Veal Renh"
"SPEA001","Preah Khae","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.174528","104.500433","SPEA001 - Preah Khae"
"SPEA002","Svay Rumpear","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.211305","104.583741","SPEA002 - Svay Rumpear"
"SPEA003","Krang Chek","កំពង់ស្ពឺ","Samkkei Munichay","សាមគ្គីមុនីជ័យ","11.582755","104.531477","SPEA003 - Krang Chek"
"SPEA004","Roka Kaoh 01","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.426686","104.661059","SPEA004 - Roka Kaoh 01"
"SPEA005","Sambour","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.533326","104.618288","SPEA005 - Sambour"
"SPEA007","Samrong Tong","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.54068","104.595483","SPEA007 - Samrong Tong"
"SPEA008","Pou Chamraeun","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.105882","104.598308","SPEA008 - Pou Chamraeun"
"SPEA009","Traeng Trayueng","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.277905","104.211297","SPEA009 - Traeng Trayueng"
"SPEA010","Pneay","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.517333","104.520212","SPEA010 - Pneay"
"SPEA011","Rung Roeang","កំពង់ស្ពឺ","Thpong","ថ្ពង","11.721285","104.520246","SPEA011 - Rung Roeang"
"SPEA012","Amleang","កំពង់ស្ពឺ","Thpong","ថ្ពង","11.801009","104.342315","SPEA012 - Amleang"
"SPEA013","Skuh","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.404436","104.51386","SPEA013 - Skuh"
"SPEA014","Chambak","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.396063","104.111423","SPEA014 - Chambak"
"SPEA015","Roleang Kreul 01","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.445192","104.62579","SPEA015 - Roleang Kreul 01"
"SPEA016","Roka Kaoh 02","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.412777","104.651533","SPEA016 - Roka Kaoh 02"
"SPEA017","Khsem Khsan","កំពង់ស្ពឺ","Odongk Maechay","ឧដុង្គម៉ែជ័យ","11.686979","104.70185","SPEA017 - Khsem Khsan"
"SPEA018","Pheakdei","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.177036","104.407526","SPEA018 - Pheakdei"
"SPEA019","Prey Kmeng","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.308992","104.438688","SPEA019 - Prey Kmeng"
"SPEA020","Prey Sralaeng","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","11.157493","104.684507","SPEA020 - Prey Sralaeng"
