"store_code","store_name","province_kh","district_en","district_kh","latitude","longitude","raw_delivery_store"
"SPEA021","Tang Krouch","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.531039","104.416137","SPEA021 - Tang Krouch"
"SPEA022","Voa Sar","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.475615","104.567907","SPEA022 - Voa Sar"
"SPEA023","Trapeang Chou","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","11.811444","104.129407","SPEA023 - Trapeang Chou"
"SPEA024","Ou Ta Vam","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.323964","104.578105","SPEA024 - Ou Ta Vam"
"SPEA025","Tang Sya","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","11.38836","104.377905","SPEA025 - Tang Sya"
"SPEA026","Ta Sal","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","11.703038","103.939144","SPEA026 - Ta Sal"
"SPEA027","Ou","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","11.342067","104.322307","SPEA027 - Ou"
"SPEA028","Veang Chas","កំពង់ស្ពឺ","Odongk Maechay","ឧដុង្គម៉ែជ័យ","11.823481","104.743066","SPEA028 - Veang Chas"
"SPEA029","Sangkae Satob","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","11.680048","104.147813","SPEA029 - Sangkae Satob"
"SPEA031","Krang Khnong","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","11.309173","104.631576","SPEA031 - Krang Khnong"
"SPEA032","Roleang Kreul 02","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","11.440644","104.639622","SPEA032 - Roleang Kreul 02"
"SPEP001","Chbar Mon","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","11.465375","104.527043","SPEP001 - Chbar Mon"
"SPES001","Rokar Thum","កំពង់ស្ពឺ","Chbar Mon","ច្បារមន","11.460768","104.514622","SPES001 - Rokar Thum"
"SPES002","Snam Krapeu","កំពង់ស្ពឺ","Kong Pisei","គងពិសី","11.286801","104.706699","SPES002 - Snam Krapeu"
"STUA001","Sekong","ស្ទឹងត្រែង","Siem Pang","សៀមប៉ាង","14.115063","106.385817","STUA001 - Sekong"
"STUA002","Siem Bouk 01","ស្ទឹងត្រែង","Siem Bouk","សៀមបូក","13.334026","106.103639","STUA002 - Siem Bouk 01"
"STUA003","Ou Svay","ស្ទឹងត្រែង","Borei Ou Svay Senchey","បុរីអូរស្វាយសែនជ័យ","13.880126","106.001924","STUA003 - Ou Svay"
"STUA004","Kbal Romeas 01","ស្ទឹងត្រែង","Sesan","សេសាន","13.422893","106.280728","STUA004 - Kbal Romeas 01"
"STUA006","Siem Bouk 02","ស្ទឹងត្រែង","Siem Bouk","សៀមបូក","13.360574","105.959553","STUA006 - Siem Bouk 02"
"STUA007","Phluk","ស្ទឹងត្រែង","Sesan","សេសាន","13.564517","106.17007","STUA007 - Phluk"
"STUA008","Kbal Romeas 02","ស្ទឹងត្រែង","Sesan","សេសាន","13.417695","106.198157","STUA008 - Kbal Romeas 02"
"STUA009","Anlung Chrey","ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង","13.765682","105.671585","STUA009 - Anlung Chrey"
"STUA010","Preah Rumkel","ស្ទឹងត្រែង","Borei Ou Svay Senchey","បុរីអូរស្វាយសែនជ័យ","13.894888","105.964596","STUA010 - Preah Rumkel"
"STUP001","Stung Treng","ស្ទឹងត្រែង","Stung Treng","ស្ទឹងត្រែង","13.528625","105.971602","STUP001 - Stung Treng"
"STUS001","Stueng Traeng","ស្ទឹងត្រែង","Stueng Traeng","ស្ទឹងត្រែង","13.5285","105.9709","STUS001 - Stueng Traeng"
"SVAA001","Khsaet","ស្វាយរៀង","Kampong Rou","កំពង់រោទិ៍","10.926719","105.985774","SVAA001 - Khsaet"
"SVAA002","Kokir","ស្វាយរៀង","Chantrea","ចន្ទ្រា","11.443579","105.861148","SVAA002 - Kokir"
"SVAA003","Ang Prasrae","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.323111","105.818189","SVAA003 - Ang Prasrae"
"SVAA004","Kampong Chak","ស្វាយរៀង","Rumduol","រំដួល","11.171601","105.818778","SVAA004 - Kampong Chak"
"SVAA005","Bati","ស្វាយរៀង","Bavet","បាវិត","10.992849","106.129186","SVAA005 - Bati"
"SVAA006","Samraong","ស្វាយរៀង","Chantrea","ចន្ទ្រា","10.9291","106.1414","SVAA006 - Samraong"
"SVAA007","Kruos","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","11.061583","105.668694","SVAA007 - Kruos"
"SVAA008","Chantrei","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.284448","105.72468","SVAA008 - Chantrei"
"SVAA009","Doun Sa","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","11.225428","105.724589","SVAA009 - Doun Sa"
"SVAA010","Kampong Trach","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.410974","105.784585","SVAA010 - Kampong Trach"
"SVAA011","Sambat Mean Chey","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.437822","105.691046","SVAA011 - Sambat Mean Chey"
"SVAA012","Doung","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.338164","105.862059","SVAA012 - Doung"
"SVAA013","Chres","ស្វាយរៀង","Chantrea","ចន្ទ្រា","10.935155","106.057092","SVAA013 - Chres"
"SVAA014","Mream","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.311113","105.674529","SVAA014 - Mream"
"SVAA015","Svay Thum","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","11.021884","105.603819","SVAA015 - Svay Thum"
"SVAA016","Pou Reach","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.150287","105.762472","SVAA016 - Pou Reach"
"SVAA017","Chrey Thum","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.408281","105.716263","SVAA017 - Chrey Thum"
"SVAA018","Koki Saom","ស្វាយរៀង","Svay Teab","ស្វាយទាប","11.159454","105.938441","SVAA018 - Koki Saom"
"SVAA019","Svay Chrum","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","11.117568","105.716027","SVAA019 - Svay Chrum"
"SVAP001","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.0914361","105.7915562","SVAP001 - Svay Rieng"
"SVAS001","Svay Rieng","ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.082903","105.7966346","SVAS001 - Svay Rieng"
"SVAS002","Bavet","ស្វាយរៀង","Bavet","បាវិត","11.0705","106.1577","SVAS002 - Bavet"
"SVAS003","Chrak Mtes","ស្វាយរៀង","Bavet","បាវិត","11.0381","106.0115","SVAS003 - Chrak Mtes"
"SVAS004","Kampong Trach","ស្វាយរៀង","Romeas Haek","រមាសហែក","11.412753","105.794946","SVAS004 - Kampong Trach"
"TAKA001","Ou Saray","តាកែវ","Tram Kak","ត្រាំកក់","11.075468","104.496893","TAKA001 - Ou Saray"
"TAKA002","Sun Chanchav","តាកែវ","Doun Kaev","ដូនកែវ","11.034202","104.590535","TAKA002 - Sun Chanchav"
"TAKA003","Trapeang Kranhung","តាកែវ","Doun Kaev","ដូនកែវ","11.093079","104.414537","TAKA003 - Trapeang Kranhung"
"TAKA004","Tram Kak","តាកែវ","Tram Kak","ត្រាំកក់","10.911496","104.589815","TAKA004 - Tram Kak"
"TAKA005","Romenh 01","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","10.7957","104.9502","TAKA005 - Romenh 01"
"TAKA006","Sambuor","តាកែវ","Treang","ទ្រាំង","10.962474","104.857369","TAKA006 - Sambuor"
"TAKA007","Angkanh","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","11.083932","104.94629","TAKA007 - Angkanh"
"TAKA008","Khvav","តាកែវ","Samraong","សំរោង","10.92014","104.72301","TAKA008 - Khvav"
"TAKA009","Kouk Pou","តាកែវ","Borei Cholsar","បូរីជលសារ","10.892675","104.902756","TAKA009 - Kouk Pou"
"TAKA010","Krapum Chhuk","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","10.706738","104.916813","TAKA010 - Krapum Chhuk"
"TAKA011","Prey Rumdeng","តាកែវ","Kiri Vong","គីរីវង់","10.619044","104.767197","TAKA011 - Prey Rumdeng"
"TAKA012","Prey Sloek","តាកែវ","Treang","ទ្រាំង","10.904813","104.783549","TAKA012 - Prey Sloek"
"TAKA013","Phnum Den","តាកែវ","Kiri Vong","គីរីវង់","10.60243","104.906536","TAKA013 - Phnum Den"
"TAKA014","Prey Phdau","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","11.165364","104.876075","TAKA014 - Prey Phdau"
"TAKA015","Romenh 02","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","10.800032","104.937742","TAKA015 - Romenh 02"
"TAKA016","Angkor Borei","តាកែវ","Angkor Borei","អង្គរបូរី","10.997932","104.973288","TAKA016 - Angkor Borei"
"TAKA017","Trea","តាកែវ","Samraong","សំរោង","11.103537","104.821108","TAKA017 - Trea"
"TAKA018","Doung Khpos","តាកែវ","Bati","បាទី","10.867205","104.86635","TAKA018 - Doung Khpos"
"TAKA019","Lumchang","តាកែវ","Samraong","សំរោង","11.073395","104.75951","TAKA019 - Lumchang"
"TAKA020","Prey Khla","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","10.75647","104.872143","TAKA020 - Prey Khla"
"TAKA022","Kandoeng","តាកែវ","Bati","បាទី","11.285664","104.840462","TAKA022 - Kandoeng"
"TAKA023","Rovieng","តាកែវ","Samraong","សំរោង","11.201191","104.787972","TAKA023 - Rovieng"
"TAKA024","Ta Ou","តាកែវ","Kiri Vong","គីរីវង់","10.577666","104.798714","TAKA024 - Ta Ou"
"TAKA025","Ang Ta Saom","តាកែវ","Kiri Vong","គីរីវង់","11.012834","104.672232","TAKA025 - Ang Ta Saom"
"TAKA026","Prey Ampok","តាកែវ","Kiri Vong","គីរីវង់","10.632234","104.791171","TAKA026 - Prey Ampok"
"TAKA027","Preah Bat Choan Chum","តាកែវ","Kiri Vong","គីរីវង់","10.644722","104.874741","TAKA027 - Preah Bat Choan Chum"
"TAKA028","Borei Chulsar","តាកែវ","Doun Kaev","ដូនកែវ","10.859956","104.947543","TAKA028 - Borei Chulsar"
"TAKA031","Ba Srae","តាកែវ","Angkor Borei","អង្គរបូរី","11.056967","104.952222","TAKA031 - Ba Srae"
"TAKA032","Roka Krau","តាកែវ","Doun Kaev","ដូនកែវ","10.97977","104.778003","TAKA032 - Roka Krau"
"TAKA033","Prey Kabbas","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","11.162099","104.958486","TAKA033 - Prey Kabbas"
"TAKA034","Rokar Knong","តាកែវ","Doun Kaev","ដូនកែវ","10.981908","104.777601","TAKA034 - Rokar Knong"
"TAKP001","Doun Kaev","តាកែវ","Doun Kaev","ដូនកែវ","10.989227","104.773957","TAKP001 - Doun Kaev"
"TAKS001","Roka Krau","តាកែវ","Doun Kaev","ដូនកែវ","10.9791","104.7772","TAKS001 - Roka Krau"
"TAKS002","Ang Ta Saom","តាកែវ","Kiri Vong","គីរីវង់","11.0101","104.6718","TAKS002 - Ang Ta Saom"
"TAKS003","Trapeang Sab","តាកែវ","Bati","បាទី","11.2656982757642","104.825915410417","TAKS003 - Trapeang Sab"
"TAKS004","Preah Bat Choan Chum","តាកែវ","Kiri Vong","គីរីវង់","10.6442","104.875","TAKS004 - Preah Bat Choan Chum"
"TBKA001","Peus Mouy","ត្បូងឃ្មុំ","Suong","សួង","12.248393","105.717783","TBKA001 - Peus Mouy"
"TBKA002","Tramung","ត្បូងឃ្មុំ","Memot","មេមត់","11.819494","106.190896","TBKA002 - Tramung"
"TBKA004","Choam Kravien","ត្បូងឃ្មុំ","Memot","មេមត់","11.770064","106.338638","TBKA004 - Choam Kravien"
"TBKA005","Dar","ត្បូងឃ្មុំ","Memot","មេមត់","11.80188","106.119953","TBKA005 - Dar"
"TBKA006","Rumchek","ត្បូងឃ្មុំ","Memot","មេមត់","12.105325","106.000691","TBKA006 - Rumchek"
"TBKA008","Kaong Kang","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","11.810423","105.844209","TBKA008 - Kaong Kang"
"TBKA009","Trapeang Phlong","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","11.692978","105.966143","TBKA009 - Trapeang Phlong"
"TBKA010","Dambae","ត្បូងឃ្មុំ","Dambae","តំបែរ","12.017253","105.884091","TBKA010 - Dambae"
"TBKA011","Chong Cheach","ត្បូងឃ្មុំ","Dambae","តំបែរ","11.912352","105.861044","TBKA011 - Chong Cheach"
"TBKA012","Chhuk","ត្បូងឃ្មុំ","Krouch Chhmar","ក្រូចឆ្មារ","12.157931","105.739451","TBKA012 - Chhuk"
"TBKA013","Chumnik","ត្បូងឃ្មុំ","Krouch Chhmar","ក្រូចឆ្មារ","12.25263","105.817345","TBKA013 - Chumnik"
"TBKA014","Trea","ត្បូងឃ្មុំ","Krouch Chhmar","ក្រូចឆ្មារ","12.234293","105.546472","TBKA014 - Trea"
"TBKA015","Chak","ត្បូងឃ្មុំ","Ou Reang Ov","អូររាំងឪ","11.776389","105.598362","TBKA015 - Chak"
"TBKA016","Kraek","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","11.785283","106.002698","TBKA016 - Kraek"
"TBKA017","Kor 01","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","11.973743","105.742968","TBKA017 - Kor 01"
"TBKA018","Choam Ta Mau","ត្បូងឃ្មុំ","Memot","មេមត់","11.886598","106.243362","TBKA018 - Choam Ta Mau"
"TBKA019","Chob","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","11.918445","105.603895","TBKA019 - Chob"
"TBKA020","Peam Chileang","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","12.101092","105.547606","TBKA020 - Peam Chileang"
"TBKA021","Sralab","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","11.862282","105.738753","TBKA021 - Sralab"
"TBKA022","Kor 02","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","11.976871","105.716563","TBKA022 - Kor 02"
"TBKP001","Suong","ត្បូងឃ្មុំ","Suong","សួង","11.911554","105.651283","TBKP001 - Suong"
"TBKS001","Suong","ត្បូងឃ្មុំ","Suong","សួង","11.910232","105.653275","TBKS001 - Suong"
"TBKS002","Kraek","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","11.763201","105.940445","TBKS002 - Kraek"
"TBKS003","Memut","ត្បូងឃ្មុំ","Suong","សួង","11.828102","106.182878","TBKS003 - Memut"
"TBKS004","Ampil Ta Pok","ត្បូងឃ្មុំ","Ou Reang Ov","អូររាំងឪ","11.796341","105.499489","TBKS004 - Ampil Ta Pok"
"KEPA001","Chea Sophorn","កែប","Kaeb","កែប","10.55536","104.2883","KEPA001 - Chea Sophorn"
"KEPA002","Damnak Chang Aeur","កែប","Damnak Chang'aeu","ដំណាក់ចង្អើរ","10.576537","104.390497","KEPA002 - Damnak Chang Aeur"
"KEPP001","Bưu cục Kep","កែប","Kaeb","កែប","10.4828","104.3167","KEPP001 - Bưu cục Kep"
"PAIA001","Pailin","ប៉ៃលិន","Pailin","ប៉ៃលិន","12.857257","102.604963","PAIA001 - Pailin"
"PAIA002","Sala Krau","ប៉ៃលិន","Sala Krau","សាលាក្រៅ","12.948435","102.591515","PAIA002 - Sala Krau"
"PAIA003","Stueng Kach","ប៉ៃលិន","Sala Krau","សាលាក្រៅ","12.934088","102.501392","PAIA003 - Stueng Kach"
"PAIS001","Pailin","ប៉ៃលិន","Pailin","ប៉ៃលិន","12.857211","102.604989","PAIS001 - Pailin"
"PRHA001","Pal Hal","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","13.737871","104.978647","PRHA001 - Pal Hal"
"PRHA002","Toek Kraham","ព្រះវិហារ","Choam Ksan","ជាំក្សាន្ដ","14.148894","105.082134","PRHA002 - Toek Kraham"
"PRHA003","Rumdaoh Srae","ព្រះវិហារ","Choam Ksan","ជាំក្សាន្ដ","14.171889","104.787173","PRHA003 - Rumdaoh Srae"
"PRHA004","Kantuot","ព្រះវិហារ","Choam Ksan","ជាំក្សាន្ដ","14.238194","104.728915","PRHA004 - Kantuot"
"PRHA005","Kuleaen Tboung","ព្រះវិហារ","Kuleaen","គូលែន","13.818537","104.702415","PRHA005 - Kuleaen Tboung"
"PRHA006","Choam Khsan","ព្រះវិហារ","Choam Ksan","ជាំក្សាន្ដ","14.220675","104.943625","PRHA006 - Choam Khsan"
"PRHA007","Kampong Sralau Pir","ព្រះវិហារ","Chhaeb","ឆែប","13.975337","105.848255","PRHA007 - Kampong Sralau Pir"
"PRHA008","Chamraeun","ព្រះវិហារ","Sangkum Thmei","សង្គមថ្មី","13.579335","104.896452","PRHA008 - Chamraeun"
"PRHA009","S'ang","ព្រះវិហារ","Chey Saen","ជ័យសែន","13.653966","105.260717","PRHA009 - S'ang"
"PRHA010","Preah Khleang","ព្រះវិហារ","Tbaeng Mean Chey","ត្បែងមានជ័យ","13.620566","105.030259","PRHA010 - Preah Khleang"
"PRHA011","Robieb","ព្រះវិហារ","Rovieng","រវៀង","13.357681","105.114889","PRHA011 - Robieb"
"PRHA012","Chhaeb Muoy","ព្រះវិហារ","Chhaeb","ឆែប","13.768454","105.408876","PRHA012 - Chhaeb Muoy"
"PRHA013","Rummeakney","ព្រះវិហារ","Rovieng","រវៀង","13.304101","105.002355","PRHA013 - Rummeakney"
"PRHA015","Phnum Tbaeng Pir","ព្រះវិហារ","Kuleaen","គូលែន","13.716508","104.77564","PRHA015 - Phnum Tbaeng Pir"
"PRHA016","Srayang","ព្រះវិហារ","Kuleaen","គូលែន","13.705809","104.545423","PRHA016 - Srayang"
"PRHP001","Preah Vihear","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","13.794295","104.97836","PRHP001 - Preah Vihear"
"PRHS001","Kampong Pranak","ព្រះវិហារ","Preah Vihear","ព្រះវិហារ","13.805255","104.97862","PRHS001 - Kampong Pranak"
"THOA001","Srayouv","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","12.657969","104.919848","THOA001 - Srayouv"
"THOA002","Sou Young","កំពង់ធំ","Tang Kouk","តាំងគោក","12.247011","105.123774","THOA002 - Sou Young"
"THOA003","Triel","កំពង់ធំ","Tang Kouk","តាំងគោក","12.333434","105.105665","THOA003 - Triel"
"THOA004","Baray","កំពង់ធំ","Baray","បារាយណ៍","12.396384","105.083396","THOA004 - Baray"
"THOA005","Bak Sna","កំពង់ធំ","Baray","បារាយណ៍","12.515992","105.281484","THOA005 - Bak Sna"
"THOA006","Tbaeng","កំពង់ធំ","Kampong Svay","កំពង់ស្វាយ","12.793109","104.78912","THOA006 - Tbaeng"
"THOA007","Tang Krasang","កំពង់ធំ","Santuk","សន្ទុក","12.56012","105.04978","THOA007 - Tang Krasang"
"THOA008","San Ko","កំពង់ធំ","Kampong Svay","កំពង់ស្វាយ","12.80811","104.738129","THOA008 - San Ko"
"THOA009","Tum Ring","កំពង់ធំ","Sandan","សណ្ដាន់","12.901008","105.424327","THOA009 - Tum Ring"
"THOA010","Kraya","កំពង់ធំ","Prasat Ballang","ប្រាសាទបល្ល័ង្គ","13.118471","104.762385","THOA010 - Kraya"
"THOA011","Sala Visai","កំពង់ធំ","Prasat Ballang","ប្រាសាទបល្ល័ង្គ","12.948858","104.944323","THOA011 - Sala Visai"
"THOA013","Chhuk","កំពង់ធំ","Prasat Sambour","ប្រាសាទសំបូរ","12.931402","105.164794","THOA013 - Chhuk"
"THOA014","Krava","កំពង់ធំ","Baray","បារាយណ៍","12.473985","105.244491","THOA014 - Krava"
"THOA015","Kampong Chen Tboung","កំពង់ធំ","Stoung","ស្ទោង","12.929947","104.579938","THOA015 - Kampong Chen Tboung"
"THOA016","Chamna Kraom","កំពង់ធំ","Stoung","ស្ទោង","12.848016","104.635693","THOA016 - Chamna Kraom"
"THOA017","Steung Sean","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","104.89055","12.728917","THOA017 - Steung Sean"
"THOA018","Sambour","កំពង់ធំ","Prasat Sambour","ប្រាសាទសំបូរ","12.87017","105.06897","THOA018 - Sambour"
"THOP001","Stueng Saen","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","12.718887","104.886428","THOP001 - Stueng Saen"
"THOS001","Prey Ta Hu","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","12.718984","104.886849","THOS001 - Prey Ta Hu"
"THOS002","Ballang","កំពង់ធំ","Baray","បារាយណ៍","12.4996","105.125","THOS002 - Ballang"
"THOS003","Kampong Chen Cheung","កំពង់ធំ","Stoung","ស្ទោង","12.943729","104.569481","THOS003 - Kampong Chen Cheung"
"THOS004","Sandan","កំពង់ធំ","Sandan","សណ្ដាន់","13.102497","105.241223","THOS004 - Sandan"
"CHAA025","Lom Hae","Kampong Cham","Lom Hae","Lom Hae","11.992734","105.451041","CHAA025 - Lom Hae"
"KAMA031","KampongTrach","Kampot","KampongTrach","KampongTrach","10.447786","104.437666","KAMA031 - KampongTrach"
"SPEA006","Chhuk","Kampot","Chhuk","Chhuk","11.131556","104.151154","SPEA006 - Chhuk"
"DVCMEGA1","MEGA transport team","MEGA HUB","MEGA transport team","MEGA transport team","11.63907","104.85378","DVCMEGA1 - MEGA transport team"
"MEGA1","MEGA1","MEGA HUB","MEGA1","MEGA1","11.631082846238561","104.85548753809898","MEGA1 - MEGA1"
"SVAA020","Pouthi","Svay Rieng","Pouthi","Pouthi","10.9867","106.1258","SVAA020 - Pouthi"
"SVAA021","Kampot Chroot","Svay Rieng","Kampot Chroot","Kampot Chroot","11.0351","106.0189","SVAA021 - Kampot Chroot"
"SVAA022","Bos Svay","Svay Rieng","Bos Svay","Bos Svay","11.2337","105.8807","SVAA022 - Bos Svay"
"TAKA036","Tnolbek","Takeo","Tnolbek","Tnolbek","10.810856","104.806805","TAKA036 - Tnolbek"
"TBKA003","Rokarpo Pram","Tboung Khmum","Rokarpo Pram","Rokarpo Pram","12.040843","105.711399","TBKA003 - Rokarpo Pram"
"THOP018","Steung Sean","Kampong Thom","Steung Sean","Steung Sean","12.622","105.4718","THOP018 - Steung Sean"